"","h_1","h_2","h_3","h_4","h_5","h_6","h_7","theta_2","theta_3","theta_4","theta_5","theta_6","theta_7","cos_phi_2","cos_phi_3","cos_phi_4","cos_phi_5","cos_phi_6","cos_phi_7","B_r_1","B_r_2","B_r_3","B_r_4","B_r_5","B_r_6","B_R_1","B_R_2","B_R_3","B_R_4","B_R_5","B_R_6","ratio_2_4","ratio_2_6","ratio_4_6","inst_Phi_1","inst_Phi_2","inst_Phi_3","inst_Phi_4","inst_Phi_5","inst_Phi_6","inst_Theta_1","inst_Theta_2","inst_Theta_3","inst_Theta_4","inst_Theta_5","inst_Theta_6","V","V_1","V_2","V_3","V_4","V_5","V_6","V_7"
"m16 1 6-2_Spine124.mat",-0.0253550051334715,0.038696828,0.117577462,0.147723782,0.11941908,0.138871008,0.183149585,1.933460139,3.108231488,2.650331203,-1.205007998,1.70938927,-1.11508742,-0.679646885,-0.745060862,-0.803567886,-0.977862446,-0.880916131,-0.809956938,0.138855188,0.257302106,0.340732433,0.385082376,0.43251231,0.391232546,0.093462179,0.145200104,0.178504632,0.206444475,0.190643524,0.124244992,2.127877577,1.301078796,0.611444385,-0.417628556,-0.495055691,-0.617471591,-0.406305114,-0.445569328,-0.422109768,0.42680743,0.197529381,0.542000927,0.376681011,0.29585216,0.391365144,0.114383247,0.000387189,0.006635914,0.029842034,0.050983135,0.054160356,0.040393209,0.009655208
"m16 1 1-2_Spine61.mat",0.0542028679582886,0.075698279,0.170027606,0.172333082,0.163426842,0.151159404,0.127307654,2.128078583,-0.128710228,0.171344097,-1.463813913,2.579703976,-2.616266256,-0.851485579,-0.948087877,-0.974767531,-0.998422159,-0.985024212,-0.746543935,0.153736761,0.313551112,0.348841698,0.371148439,0.400452109,0.335432155,0.126170066,0.162136259,0.172047009,0.19740975,0.20651331,0.144501063,1.441211583,0.953426545,0.661545158,-0.060203088,-0.277992129,-0.384950629,-0.234272915,-0.149653847,-0.187212061,1.00246014,0.928581918,0.982716549,1.052550918,1.078693276,1.007663162,0.149714522,0.001672007,0.019154699,0.044159235,0.048793472,0.052893696,0.041839092,0.008535626
"if6 2 2-2_Spine66.mat",0.178378750676508,0.474625503,0.503658663,0.474217273,0.380367633,0.484147528,0.606976512,2.366319429,1.798608046,1.781941033,0.560815391,-1.267688678,-0.376529198,-0.864037327,-0.934956609,-0.872943059,-0.811190727,-0.988498447,-0.620382237,0.390465675,0.445571766,0.319560421,0.450123272,0.78426893,0.898702188,0.223578096,0.150413975,0.065182445,0.182653632,0.336780132,0.35145215,1.226743962,4.712768993,3.84168917,0.07732997,0.227605515,0.393980655,0.246187026,0.451954629,0.453756744,1.032023565,0.998316149,0.865596628,0.584794078,0.33125474,0.354575068,1.143972406,0.025623472,0.122096066,0.070169657,0.078194498,0.2478432,0.516038578,0.182955966
"m16 1 8-2_Spine56.mat",0.0791597834137853,0.223217281,0.253406059,0.207730834,0.23506917,0.229008615,0.145242844,-1.261959588,1.559813604,-0.116552212,2.022839835,-2.977693891,1.711741087,-0.978196375,-0.712509011,-0.997980371,-0.974248062,-0.999906696,-0.998179206,0.179198454,0.256529221,0.231480884,0.317309802,0.337335467,0.258799926,0.072805621,0.107603698,0.176887755,0.266321306,0.273155898,0.194000557,3.061437242,1.818875973,0.59412486,1.079247199,2.375674963,0.608527789,0.376018713,0.323323936,0.494657058,1.308852875,1.469708807,1.370099241,1.231102033,1.18795329,1.202475335,0.19875991,0.003041926,0.015900176,0.027764195,0.046991414,0.072137331,0.055187711,0.009746197
"if6 2 0-1_Spine28.mat",0.0956467423978441,0.448517202,0.447138319,0.44165867,0.446609838,0.43458301,0.359336118,-2.31622886,1.784001362,0.93106974,1.172238151,-0.661192099,-1.918376967,-0.994688523,-0.842235619,-0.99708036,-0.988161993,-0.974256377,-0.900912092,0.241973992,0.334677145,0.424838423,0.558425113,0.630520761,0.564268669,0.174224321,0.223942663,0.263126252,0.366809029,0.424291972,0.294833106,2.733015312,2.219725603,0.81218923,0.674198808,0.572077312,-0.016420502,-0.032892562,-0.070855197,-0.302503867,1.450145122,1.496290082,1.328994621,1.217619924,1.167213922,1.187962272,1.137555953,0.016043755,0.086017152,0.133521944,0.234858617,0.362117006,0.326024487,0.074280702
"if6 2 11-3_Spine42.mat",0.0791014967468989,0.185310619,0.281715334,0.321804503,0.326373628,0.274108736,0.216163578,0.413926788,1.455826685,1.819168495,2.319622736,-0.365624502,0.369164956,-0.990729874,-0.930937038,-0.893847843,-0.989684372,-0.989646809,-0.968362321,0.269282567,0.489699068,0.589004899,0.60586083,0.560358667,0.451231441,0.210511816,0.313615363,0.452266889,0.485064612,0.408755373,0.255738367,1.913576634,0.751395575,0.392665526,1.884939754,1.941454599,0.755653014,0.468547393,0.506336684,0.699713692,1.3962314,1.460550965,1.389026427,1.294208035,1.230515825,1.227464691,0.799697644,0.012938731,0.104438181,0.242050804,0.306103095,0.289693563,0.18134946,0.038995858
"if6 1 2-2_Spine20.mat",0.0116552512657568,0.077210137,0.098473951,0.10373416,0.130914759,0.133580519,0.075710687,0.662781637,0.866199629,3.087300463,3.049780169,-3.089165416,-0.108605039,-0.883307638,-0.989808615,-0.949498182,-0.912525254,-0.996049816,-0.860851846,0.106047348,0.188589409,0.268676942,0.328785216,0.307584073,0.238067021,0.097992889,0.158335401,0.16846899,0.152721028,0.131536132,0.094588936,1.681573265,0.754126582,0.448464897,-1.54327356,0.753238968,0.913479374,1.023820466,0.897788879,2.455132127,1.472357766,1.398191326,1.281991137,1.282424707,1.365110146,1.466401189,0.064163662,0.000567092999999999,0.006842026,0.017004055,0.025098123,0.025224682,0.016184621,0.003219218
"m16 2 4api_Spine367.mat",0.012772326434457,0.309767016,0.281283368,0.321497302,0.319443293,0.314788967,0.295061542,1.228366086,-3.044859819,1.367394798,-2.900982434,3.044067456,1.970326462,-0.805654884,-0.974819487,-0.96147296,-0.997951158,-0.995059819,-0.927612349,0.235024756,0.342132249,0.453570658,0.505784212,0.573556125,0.534044401,0.214195092,0.243695332,0.331258282,0.363861416,0.32191421,0.230733177,2.207293332,1.477903882,0.669554816,-2.512952998,0.401689318,0.186174192,0.187354306,0.209925036,0.349028099,1.485130284,1.407286875,1.321005174,1.206841814,1.12903001,1.08813143,0.684489382,0.012575415,0.066016458,0.129376818,0.196658238,0.221118294,0.179695292,0.044475773
"m16 1 8-2_Spine92.mat",-0.0199726502121261,0.158784613,0.158782013,0.170013232,0.175702626,0.171952377,0.157125216,-0.474591793000001,1.957508277,1.415039292,2.12258824,-1.344737453,-3.140329501,-0.990927982,-0.995454819,-0.967616086,-0.996331038,-0.992321687,-0.876200739,0.088619347,0.147613301,0.220080253,0.251252561,0.23891414,0.186220416,0.062564394,0.115571975,0.153576776,0.152304063,0.143036079,0.122748281,2.24307583,1.339876236,0.597338805,-1.136480348,2.080098771,1.920643241,1.376736761,-2.808927614,-2.373367183,1.518636868,1.548877066,1.537150116,1.542023908,1.562738092,1.559618402,0.076092732,0.000963393999999999,0.005945238,0.01503546,0.02217656,0.023242444,0.017655998,0.004774684
"m16 1 1-1_Spine6.mat",-0.0184269962419085,0.247251092,0.222650319,0.258565943,0.271782081,0.269528581,0.204557733,2.909777245,1.24054741,1.343845404,2.769270214,-1.967967244,0.042055896,-0.987286484,-0.874917806,-0.914884589,-0.987528814,-0.999415828,-0.989602272,0.181824118,0.234935239,0.331393838,0.392396602,0.41707105,0.357045,0.120546068,0.133179553,0.218047829,0.26551547,0.219524574,0.177703177,3.329885891,2.027834141,0.608980069,1.899887268,1.925769592,0.70198058,0.36289821,0.438555479,0.454771651,1.299445432,1.403594308,1.355368298,1.126629362,1.005346995,0.945414216,0.271152707,0.004481831,0.021471846,0.040540194,0.07625919,0.097031438,0.076337489,0.020525035
"api m16 1 5-1_Spine294.mat",0.157425748023053,0.279874518,0.409859664,0.277207602,0.303074674,0.299017126,0.242421233,1.175384102,0.714937623,0.125126917,-0.854541396,-0.251459374,-2.961636226,-0.54970461,-0.78686867,-0.921687,-0.999511968,-0.994648516,-0.971327932,0.28694531,0.373912797,0.49327389,0.69518824,0.808265038,0.764605573,0.192536895,0.309846938,0.235738678,0.348959821,0.399328933,0.295729146,2.093921063,1.951704442,0.932081193,0.280058354,0.233864615,0.268773118,0.162550833,0.099364935,0.093704054,1.427991595,1.127781988,0.687748518,0.409642242,0.354228439,0.35174168,0.921941907,0.013772256,0.084739934,0.13765949,0.213911018,0.374322038,0.363283373,0.097643292
"if6 1 12api_Spine125.mat",0.128830612218275,0.533842546,0.591559295,0.47656139,0.456636561,0.489517901,0.286859897,0.114027586,1.902238132,-1.936667496,1.600046504,-1.255669317,2.795910168,-0.962165034,-0.909777759,-0.959999401,-0.999024699,-0.993437031,-0.986623133,0.46728086,0.445964476,0.34163809,0.56413216,0.758838288,0.653785035,0.309320624,0.237507329,0.180642139,0.310868331,0.513290066,0.438454704,1.65569394,2.706340446,1.634565653,-2.618414716,-2.765509803,-2.729507301,-0.954031511,-0.331076209,-0.43435289,1.332382117,1.17709721,1.42086938,1.528819339,1.472334968,1.480896403,1.633898098,0.057443961,0.21354962,0.14256574,0.192062727,0.454299166,0.584566148,0.116649759
"if6 2 11-3_Spine9.mat",0.115768556511593,0.349055725,0.374420329,0.372444143,0.367786471,0.393231134,0.237834922,-2.184084342,1.814911739,1.319342164,-0.416862205,0.88638748,-2.601193464,-0.990406139,-0.917886924,-0.992757687,-0.98924507,-0.958501845,-0.982507863,0.291374957,0.399727285,0.504262028,0.57121569,0.6104438,0.513644422,0.123849524,0.219935505,0.301508465,0.367065347,0.41768194,0.309097619,2.384977992,1.805922456,0.757207178,-3.073267614,3.094140195,-1.263731096,-0.438635545,-0.231698391,-0.456798656,1.420328815,1.423652288,1.522749452,1.483781649,1.468782687,1.459263929,0.960154184,0.011890359,0.084535679,0.163021762,0.249867326,0.324022697,0.260846114,0.057352264
"m16 2 11api_Spine81.mat",0.065393181210368,0.029372034,0.147237071,0.144903263,0.145519072,0.138323137,0.118140054,1.23143752,0.670992858,-0.166483725,-1.282679882,-0.665255122,1.322938795,-0.371650684,-0.88341316,-0.987850025,-0.991887575,-0.989448345,-0.953903572,0.14430659,0.261131447,0.28905116,0.312767922,0.294279153,0.249709902,0.1222373,0.235200092,0.230499081,0.200205409,0.169257161,0.111999963,1.019533146,0.455362207,0.446637962,0.162802042,0.14452361,0.154460939,0.144851808,0.163770447,0.160244813,0.0940439280000001,0.163006012,0.17337375,0.202822374,0.224621171,0.231476891,0.110099666,0.000354868,0.011088082,0.040350491,0.041616373,0.034421626,0.021643167,0.005284467
"if6 2 11api_Spine109.mat",-0.0400860791068032,0.066746474,0.184465698,0.253160851,0.209667378,0.183046566,0.185575429,1.052370834,-3.058610799,1.411766092,2.586473895,-0.300545969,-0.59950109,-0.966500871,-0.957151358,-0.973422354,-0.994367639,-0.962463318,-0.958585815,0.176188739,0.305791273,0.375709561,0.345575513,0.284450259,0.189172283,0.139211342,0.300652987,0.322183895,0.253852154,0.218048879,0.138002855,0.954186362,0.28395856,0.297592348,2.831273045,1.820855601,2.053018542,1.327307872,1.639396889,2.027702015,1.070947208,1.179264219,1.317737083,1.323444657,1.238939909,1.102166549,0.208317062,0.006884884,0.052598015,0.132281574,0.131379084,0.068119046,0.034047823,0.007655424
"m16 2 11api_Spine162.mat",-0.0210984267176725,0.071563735,0.107956378,0.159828928,0.153138542,0.135998187,0.072741218,1.972402903,-0.511820539,-1.397003544,1.718999516,-2.014206794,2.542444573,-0.927709679,-0.959974796,-0.950832217,-0.941008325,-0.966673347,-0.965711739,0.138310788,0.258891193,0.384773961,0.394247716,0.288236359,0.199037536,0.108413353,0.223460862,0.23385959,0.221686834,0.209658514,0.144031184,1.510742131,0.495533218,0.328006486,-2.311977105,-0.816371324,-0.694585055,-0.955868389,-1.166701471,-0.975285893,1.389940195,1.376319258,1.307030617,1.356983801,1.379754989,1.326493033,0.13396571,0.002000978,0.015676701,0.044893566,0.065127072,0.051435925,0.025714421,0.004318691
"m16 1 1-1_Spine42.mat",-0.036618209882772,0.079833332,0.139324917,0.146855452,0.151816091,0.154279217,0.137468394,-2.406253125,2.718779484,1.52017315,1.182422131,0.210962319,0.731837107,-0.947005864,-0.999124071,-0.933513958,-0.960434274,-0.986450244,-0.869225816,0.134082028,0.275476921,0.334497944,0.368831851,0.407569568,0.329731307,0.123461808,0.1566728,0.164161162,0.187320771,0.180607729,0.122650069,1.600794298,0.937020638,0.585347311,-1.700172975,-2.009432159,-2.39973386,-2.306803966,-2.351028938,-1.896473722,1.466009642,1.439341631,1.353664653,1.386129406,1.456736364,1.490418517,0.122573705,0.001006183,0.01485673,0.035372488,0.044545193,0.048723383,0.037845649,0.008388801
"if6 2 15api_Spine52.mat",0.203233680564924,0.525397744,0.523241034,0.532132055,0.524764517,0.533214356,0.368821537,0.807192082,1.617985962,1.771341453,-1.647784055,-2.228312925,-1.508970216,-0.91409243,-0.948299741,-0.941560477,-0.994940372,-0.975914824,-0.946075495,0.425934671,0.492209226,0.609336864,0.773044969,0.895489697,0.815362783,0.300924735,0.206310822,0.305326256,0.390043434,0.480984031,0.402826811,2.969244562,3.234428039,1.089310083,0.358680509,0.268157935,0.218176464,0.129920476,0.082608668,0.181445327,1.311647318,1.282751029,1.129747421,1.003526418,0.931680283,0.964528643,2.286086363,0.054783598,0.2181904,0.268138906,0.431084623,0.68744251,0.720296178,0.164054113
"m16 2 3api_Spine38.mat",0.00814285937641131,0.150403125,0.203965294,0.219015727,0.178794874,0.188589861,0.154800133,-2.957533901,1.243484019,0.73956054,-1.466719098,2.443378943,1.666638654,-0.990936792,-0.974337071,-0.982763256,-0.9760114,-0.957923896,-0.858457148,0.185526495,0.327774285,0.333803482,0.218264021,0.295379326,0.308691344,0.144330265,0.203934585,0.160298619,0.120177277,0.177758379,0.164440023,0.392408811,0.759392354,1.935207196,1.477567156,-0.598890055,-1.841626303,-1.450364683,-0.558405363,-0.685725514,1.544390904,1.554183152,1.485893766,1.358304157,1.489945225,1.477892179,0.154975406,0.004118304,0.031978833,0.051302096,0.03259187,0.026061736,0.036089163,0.009815528
"m16 2 3api_Spine141.mat",0.0489972553455937,0.324527243,0.325380439,0.338279141,0.350232819,0.325758948,0.20173188,1.763747987,-0.36673015,-1.767655861,-2.159447428,-3.09226167,0.61126636,-0.853123323,-0.981639103,-0.979568953,-0.994508738,-0.999588919,-0.992941842,0.175143112,0.319638802,0.425874571,0.499581842,0.496485856,0.3649182,0.128855298,0.253059542,0.396637873,0.457598341,0.417034419,0.28782882,2.826238927,1.29851685,0.459450486,-0.138729869,-0.131195576,-0.018742757,0.005413293,0.008296121,0.09459819,1.522273537,1.282752757,1.222498321,1.230724105,1.228580423,1.164895025,0.823462506,0.007783131,0.053179299,0.140479052,0.234953847,0.262623165,0.173293974,0.030201166
"if6 1 3-4_Spine14.mat",-0.00354326977206136,0.020652809,0.132734058,0.15504792,0.161416194,0.158404567,0.122142044,1.297761426,-1.570320716,2.744507558,2.405632158,-1.41071159,2.412621701,-0.57813857,-0.923679616,-0.97056827,-0.919146696,-0.997373792,-0.91497498,0.150592099,0.286313509,0.362689927,0.363124985,0.334104056,0.235542142,0.136668304,0.204367745,0.219911872,0.227339289,0.217471862,0.166487909,1.410835687,0.670188741,0.475029621,0.946677257,0.865457366,0.690657645,0.628115057,0.60545546,0.610602498,1.180211771,1.192002838,1.061225591,1.06397857,1.054412594,0.940471967,0.134646046,0.001230472,0.012985696,0.045210092,0.064771936,0.053657188,0.030222526,0.005788009
"if6 2 7api_Spine28.mat",0.0821056283890161,0.34520716,0.335632309,0.261719327,0.233841728,0.287002772,0.221179037,0.0967303459999997,1.167955679,-1.80931537,2.480632906,2.281790444,-3.074008087,-0.994099057,-0.893658955,-0.792383984,-0.962783469,-0.957258261,-0.899417831,0.282006881,0.295555499,0.310780654,0.434128483,0.564106858,0.472849606,0.135995872,0.10966848,0.145415364,0.291558813,0.453095435,0.287941929,3.905022923,4.200558849,1.075680971,-1.70430345,-1.655253143,-1.192508343,1.679892962,2.32089242,1.931335177,1.401018121,1.112054761,1.413476996,1.498279267,1.531228472,1.435269969,0.48364842,0.010326298,0.039014902,0.03722953,0.075736187,0.203776517,0.247647406,0.055118656
"m16 1 9-2_Spine47.mat",-0.00896014850108269,0.194332756,0.191763488,0.175914463,0.185326606,0.200766915,0.137214362,0.903832742,2.046966118,0.910031342,-2.795490457,-2.693119941,-2.534626258,-0.941141848,-0.998681628,-0.980140527,-0.880609056,-0.990352747,-0.989937821,0.154916672,0.215387054,0.257831826,0.333552012,0.407280076,0.309758973,0.079505558,0.093146645,0.102235301,0.170712111,0.204188776,0.167612914,2.838187496,2.587882513,0.911808158,0.203781901,0.876842696,0.781133519,0.576919437,0.523358641,0.572445999,1.512179227,1.375606968,1.349094608,1.236963374,1.274917283,1.30587724,0.138467134,0.002265138,0.011487095,0.016660703,0.027156814,0.048911165,0.048755005,0.010535644
"m16 1 10 api_Spine217.mat",0.0228028907197743,0.177010297,0.204596316,0.248454724,0.230103896,0.203863397,0.140864376,0.773413027,2.38792177,1.904128469,-1.117056542,-1.357317028,-2.705565454,-0.971661773,-0.992897178,-0.924889977,-0.989427841,-0.972304397,-0.999625241,0.215229588,0.348211605,0.394833994,0.374269601,0.325143888,0.237326497,0.178474759,0.285900939,0.377838938,0.340363694,0.297584033,0.19115897,1.279584467,0.455703211,0.356133747,-0.597040768,0.887786823,1.03967257,1.267834552,1.573474326,1.920492412,1.517467197,1.480697874,1.462437629,1.456536461,1.45130155,1.382269125,0.339260901,0.005362354,0.04813538,0.10287151,0.115986426,0.088424742,0.050863878,0.008628411
"api m16 1 5-1_Spine88.mat",0.0325177955820828,0.18870875,0.278100257,0.256363234,0.216189206,0.254467876,0.224288491,1.649506435,2.387854739,-0.743771529,1.758683614,1.721387834,0.634880105,-0.902511039,-0.973706438,-0.532458978,-0.472143298,-0.945166013,-0.927283196,0.225394587,0.389073442,0.344442036,0.344355478,0.444042601,0.401914217,0.163455031,0.186054225,0.15365547,0.21661875,0.279221516,0.195616834,1.030461849,1.08609664,1.053990151,1.130784539,0.748263216,0.111974283,0.395546852,0.228511418,0.274995457,1.296604635,1.314244251,1.220675974,1.387336875,1.283274187,1.276832283,0.267486652,0.007482289,0.046199825,0.06437402,0.056764077,0.076720791,0.080518456,0.021289154
"m16 1 10 api_Spine221.mat",0.0275529134194915,0.551338785,0.548458199,0.543920563,0.520218309,0.492088026,0.293546457,1.458907078,1.800891288,1.567795924,-1.039581192,-1.637714152,1.209297653,-0.984494811,-0.898054455,-0.935348318,-0.99251466,-0.939067784,-0.995243889,0.479382685,0.440507146,0.484463609,0.560909505,0.637630723,0.506392291,0.273654881,0.248928107,0.342474682,0.408290431,0.475808007,0.38165048,2.088503017,1.762487331,0.843899825,-3.04536439,-3.139676191,-0.170134988,-0.040446124,-0.000375486,-0.025087098,1.453455799,1.377152592,1.445135365,1.146588026,0.968147821,0.920396177,1.62717612,0.061189281,0.2325127,0.229486911,0.312213004,0.484279445,0.450132212,0.085694234
"api m16 1 9-1_Spine144.mat",0.00472449212528631,0.276441488,0.287036689,0.283394291,0.286064475,0.279283699,0.198357176,-3.132447019,0.673273092,0.418809902,1.041037113,1.7990744,1.791977191,-0.983175462,-0.981492915,-0.997697545,-0.999064521,-0.999258487,-0.99312404,0.23994958,0.282332154,0.312078745,0.334490007,0.311767653,0.231499603,0.197757048,0.225928384,0.244930923,0.253527245,0.256165133,0.21960873,1.329464204,0.797019074,0.599503975,-1.271155293,-1.20856135,-1.087932839,-0.942074654,-0.817778608,-0.863008324,1.227021692,1.252111037,1.309501576,1.337569975,1.356590103,1.351395556,0.334831143,0.009394814,0.057046156,0.07299059,0.080848536,0.081517297,0.063887664,0.013672707
"m16 2 10-3_Spine112.mat",0.109840349659238,0.313797626,0.306660184,0.294224215,0.303261547,0.288795992,0.187055526,1.364311768,-0.640240333,-2.881423316,2.144047262,-2.702735149,-0.509067156,-0.967728497,-0.975649369,-0.965344717,-0.997739557,-0.980822021,-0.991989634,0.248187488,0.310239753,0.380596262,0.455182901,0.442191666,0.322008114,0.233889357,0.260704144,0.290079384,0.337462062,0.328860466,0.233448051,1.89917732,0.9294193,0.489379949,-2.14859785,-1.789111491,-1.564799358,-1.735959586,-1.629069421,1.511146767,1.345340184,1.439710524,1.489631457,1.498302168,1.50381942,1.556239163,0.542743755,0.011792807,0.071057466,0.097240717,0.134034935,0.15941558,0.11148113,0.020135748
